,#,Model,GR#,GROUP_NAME,GDT_TS,NP_P,RANK,Z-M1-GDT,Z-MA-GDT,GDT_HA,GDC_SC,GDC_ALL,RMS_CA,RMS_ALL,NP,err,AL0_P,AL4_P,ALI_P,LGA_S,RMSD[L],Z-score[M],Z-Score[D],Al.Res.,RMSD[D],MolPrb_Score,LDDT,SphGr,CAD_AA,RPF,CODM,DFM,Handed.,SOV,CE,QCS,CONTS,TMscore,Dali(raw),FlexE,QSE,CAD_SS,MP_clash,MP_rotout,MP_ramout,MP_ramfv,reLLG_lddt,reLLG_const,Target
72,73,T1188TS227_1,227,GinobiFold,94.98,100.0,72,0.3,0.32,81.55,70.57,80.29,0.861,1.15,573,6,99.48,99.83,99.83,98.05,0.86,16.21,52.1,573,0.9,1.3,0.93,99.65,0.86,0.92,1.0,0.02,0.98,95.6,8.4,98.82,97.13,0.99,11111.2,0.24,96.05,0.78,1.66,0.75,1.43,94.43,22.68,20.91,T1188
73,74,T1188TS166_1,166s,RaptorX,94.89,100.0,74,0.29,0.32,81.41,69.9,80.35,0.95,1.258,573,5,98.08,99.3,99.3,97.824,0.92,16.12,64.6,572,0.9,1.07,0.91,99.22,0.85,0.91,1.0,0.03,0.98,93.6,8.4,98.31,95.6,0.99,10933.9,0.59,92.71,0.77,0.93,0.38,0.48,95.86,14.1,14.59,T1188
74,75,T1188TS162_1,162s,UM-TBM,94.89,100.0,74,0.29,0.32,82.77,70.42,80.53,0.888,1.164,573,5,99.13,99.65,99.65,97.97,0.89,16.18,66.1,573,0.9,1.28,0.93,99.56,0.85,0.92,1.0,0.02,0.98,95.7,8.4,98.75,96.99,0.99,11118.9,0.27,95.18,0.78,1.66,0.94,0.32,94.75,21.97,20.66,T1188
75,76,T1188TS362_1,362,MESHI,94.89,100.0,74,0.29,0.32,78.62,41.55,70.21,0.885,1.859,573,1,99.3,99.65,99.65,98.024,0.89,16.18,62.3,573,0.9,4.12,0.76,96.68,0.68,0.81,1.0,0.04,0.98,88.2,8.4,97.2,92.49,0.99,10493.9,0.69,80.98,0.5,53.55,35.28,7.17,79.78,4.52,4.39,T1188
76,77,T1188TS494_1,494,Venclovas,94.81,100.0,77,0.28,0.31,80.98,71.62,80.53,0.922,1.171,573,5,98.43,99.3,99.3,97.862,0.86,16.08,64.0,572,0.9,1.19,0.92,99.13,0.85,0.92,1.0,0.03,0.98,93.8,8.4,98.44,95.95,0.99,10983.4,0.69,74.35,0.78,0.93,1.13,0.64,94.59,13.57,17.5,T1188
77,78,T1188TS117_1,117,QUIC,94.5,100.0,78,0.26,0.29,77.05,30.97,65.25,0.926,2.235,573,12,99.3,99.65,99.65,97.886,0.93,16.18,48.8,573,0.9,3.67,0.7,90.23,0.62,0.75,1.0,0.05,0.98,87.7,8.4,96.77,91.04,0.99,10433.4,0.89,82.12,0.38,16.19,34.15,10.19,74.52,2.67,3.5,T1188
78,79,T1188TS455_1,455,Seder2022easy,94.07,100.0,79,0.23,0.26,79.8,69.52,78.93,0.98,1.226,573,8,98.25,99.48,99.48,97.491,0.93,16.05,64.3,572,0.9,1.28,0.92,98.95,0.85,0.91,1.0,0.02,0.98,92.4,8.4,98.42,95.93,0.99,10939.1,0.68,32.38,0.77,1.25,1.13,1.43,94.11,0.16,18.72,T1188
79,80,T1188TS092_1,092,Agemo_mix,93.98,100.0,80,0.23,0.26,80.45,70.03,79.75,0.934,1.224,573,4,98.6,99.65,99.65,97.471,0.93,16.15,51.2,572,0.9,1.25,0.92,99.13,0.85,0.91,1.0,0.02,0.98,93.4,8.4,98.45,95.89,0.99,10927.5,0.59,94.12,0.77,1.66,0.57,0.48,95.22,16.19,15.45,T1188
80,81,T1188TS119_1,119,Kiharalab,93.76,100.0,81,0.21,0.24,81.11,69.16,78.0,0.977,1.231,573,4,98.43,99.65,99.65,97.339,0.98,16.21,65.7,573,1.0,1.05,0.92,99.65,0.85,0.91,1.0,0.02,0.98,97.2,8.4,98.67,96.71,0.99,10986.8,0.32,94.73,0.78,0.73,0.19,0.32,95.38,17.62,14.99,T1188
81,82,T1188TS131_1,131s,Kiharalab_Server,93.72,100.0,82,0.21,0.24,82.07,69.16,78.56,0.967,1.214,573,4,98.6,99.65,99.65,97.329,0.97,16.18,65.4,573,1.0,1.16,0.93,99.65,0.86,0.92,1.0,0.02,0.98,95.7,8.4,98.83,97.15,0.99,11075.0,0.25,95.41,0.78,1.04,0.94,0.96,94.9,20.48,19.07,T1188
82,83,T1188TS354_1,354,hks1988,93.54,100.0,83,0.2,0.23,78.62,64.91,77.07,0.973,1.254,573,8,98.6,99.83,99.83,97.298,0.97,16.21,59.5,573,1.0,1.17,0.9,100.0,0.83,0.9,1.0,0.02,0.98,95.4,8.4,98.45,96.12,0.99,10860.9,0.29,93.29,0.73,3.22,0.19,0.32,97.77,12.56,13.6,T1188
83,84,T1188TS423_1,423,trComplex,93.37,100.0,84,0.19,0.22,78.92,66.71,77.74,0.939,1.246,573,7,98.95,99.83,99.83,97.463,0.94,16.21,62.9,573,0.9,1.52,0.9,99.65,0.84,0.9,1.0,0.02,0.98,97.0,8.4,98.6,96.4,0.99,10876.9,0.3,95.6,0.75,2.39,0.94,2.87,91.56,10.85,10.95,T1188
84,85,T1188TS187_1,187,TRFold,93.37,100.0,84,0.19,0.22,78.92,66.71,77.74,0.939,1.246,573,7,98.95,99.83,99.83,97.463,0.94,16.21,62.9,573,0.9,1.52,0.9,99.65,0.84,0.9,1.0,0.02,0.98,97.0,8.4,98.6,96.4,0.99,10876.9,0.3,95.6,0.75,2.39,0.94,2.87,91.56,10.85,10.95,T1188
85,86,T1188TS165_1,165,FTBiot0119,93.19,100.0,86,0.18,0.2,77.4,58.9,74.93,1.018,1.423,573,6,98.6,99.48,99.48,97.174,0.97,16.08,61.8,572,1.0,2.45,0.87,99.22,0.81,0.89,1.0,0.03,0.98,92.0,8.4,98.17,95.19,0.99,10745.1,0.72,35.54,0.7,48.36,2.08,0.48,97.77,0.02,10.48,T1188
86,87,T1188TS275_1,275,Bhattacharya,92.63,100.0,87,0.14,0.17,77.01,60.12,70.55,1.191,1.447,573,9,98.08,99.65,99.65,96.569,1.16,16.18,51.6,573,1.2,0.98,0.89,99.74,0.82,0.89,1.0,0.03,0.98,98.0,8.4,98.07,95.09,0.98,10696.7,0.4,91.2,0.72,0.62,0.19,1.11,96.02,6.0,11.65,T1188
87,88,T1188TS147_1,147,SHT,88.79,100.0,88,-0.12,-0.09,70.68,57.07,67.43,1.338,1.687,573,4,95.81,99.48,99.48,94.617,1.28,16.05,60.8,573,1.3,1.57,0.86,99.48,0.8,0.9,1.0,0.04,0.98,92.8,8.21,97.42,93.78,0.98,10366.7,0.55,88.4,0.7,2.7,1.13,0.96,92.36,6.19,6.25,T1188
88,89,T1188TS257_1,257,WL_team,88.7,100.0,89,-0.13,-0.1,69.5,60.66,70.03,1.205,1.509,573,4,97.91,99.65,99.65,95.157,1.21,16.21,57.3,573,1.2,1.69,0.84,99.48,0.79,0.87,1.0,0.04,0.97,90.7,8.4,97.29,92.91,0.98,10131.7,0.69,86.85,0.69,1.14,3.58,0.64,92.99,0.0,5.53,T1188
89,90,T1188TS073_1,073s,DFolding-refine,85.86,100.0,90,-0.32,-0.29,65.67,50.51,62.19,1.471,1.911,573,4,96.34,98.78,98.95,93.341,1.38,16.02,57.8,573,1.5,2.55,0.81,99.13,0.76,0.86,1.0,0.05,0.97,92.1,8.4,96.29,91.3,0.97,9884.2,0.97,83.39,0.64,11.52,3.4,1.43,89.01,1.38,0.0,T1188
90,91,T1188TS447_1,447,DELCLAB,83.9,100.0,91,-0.45,-0.42,66.71,49.92,64.51,4.286,4.503,573,4,89.7,92.15,95.29,91.412,1.17,15.27,50.2,553,1.5,1.96,0.73,82.11,0.7,0.77,0.9,0.28,0.94,87.5,8.03,89.81,82.99,0.93,9055.1,11.79,46.84,0.57,0.73,5.85,4.62,85.67,0.0,5.56,T1188
91,92,T1188TS276_1,276,PICNIC,77.49,100.0,92,-0.89,-0.84,58.02,21.41,48.01,2.053,3.144,573,72,83.94,93.72,93.72,87.099,1.71,15.07,38.2,568,2.0,3.49,0.6,71.12,0.55,0.66,0.98,0.21,0.95,79.3,8.21,89.99,73.0,0.95,8262.0,5.26,81.24,0.32,7.58,30.94,23.25,56.21,1.24,0.95,T1188
92,93,T1188TS370_1,370s,wuqi,65.88,100.0,93,-1.67,-1.62,48.87,34.71,45.96,5.478,5.733,573,2,65.1,72.77,73.65,70.779,1.49,11.13,42.4,543,4.7,1.27,0.69,81.94,0.68,0.75,0.95,0.17,0.9,82.8,7.84,87.25,81.3,0.82,7733.9,8.31,75.88,0.52,1.35,0.19,1.91,93.95,1.73,1.43,T1188
93,94,T1188TS478_1,478,Agemo,63.09,100.0,94,-1.86,-1.81,53.45,40.13,49.9,15.741,15.806,573,5,61.95,68.06,69.81,66.899,1.28,10.25,49.9,447,5.5,2.04,0.71,73.47,0.7,0.74,0.68,0.45,0.84,80.5,7.93,77.27,77.85,0.72,6884.1,38.09,90.78,0.56,4.46,1.7,4.3,86.15,3.34,2.53,T1188
94,95,T1188TS140_1,140,EMBER3D,52.66,100.0,95,-2.57,-2.5,37.39,23.76,33.76,12.704,12.666,573,1,54.62,61.26,64.92,59.024,1.75,9.4,29.5,441,3.6,1.48,0.54,56.37,0.56,0.59,0.8,0.56,0.81,67.1,7.02,72.84,62.38,0.71,5213.3,44.22,91.91,0.36,1.87,0.0,1.75,90.76,0.92,0.22,T1188
95,96,T1188TS368_1,368s,FALCON2,52.27,100.0,96,-2.59,-2.53,39.97,24.19,35.81,92.269,93.914,573,3,56.02,59.51,63.53,60.182,1.6,9.37,37.5,400,3.1,3.22,0.5,46.07,0.52,0.53,0.2,1.23,0.87,59.9,7.44,54.91,59.63,0.64,5862.3,4611.49,51.02,0.31,87.17,3.77,0.96,94.59,0.0,0.0,T1188
96,97,T1188TS333_1,333s,FALCON0,52.27,100.0,96,-2.59,-2.53,39.97,24.19,35.81,92.269,93.914,573,3,56.02,59.51,63.53,60.182,1.6,9.37,37.5,400,3.1,3.22,0.5,46.07,0.52,0.53,0.2,1.23,0.87,59.9,7.44,54.91,59.63,0.64,5862.3,4611.49,51.02,0.31,87.17,3.77,0.96,94.59,0.0,0.0,T1188
97,98,T1188TS123_1,123,RostlabUeFOFold,52.05,100.0,98,-2.61,-2.54,37.87,26.1,35.35,19.758,19.846,573,0,55.5,60.38,61.61,57.632,1.73,9.07,39.0,402,4.5,3.59,0.53,61.08,0.57,0.61,0.73,0.54,0.76,75.6,7.54,71.97,64.82,0.67,5185.6,63.33,88.65,0.39,76.62,4.15,9.71,77.07,1.27,0.14,T1188
98,99,T1188TS212_1,212s,BhageerathH-Pro,48.56,100.0,99,-2.84,-2.78,34.9,21.07,30.79,15.553,15.917,573,5,48.34,58.12,66.84,62.408,1.55,9.69,34.1,427,2.9,2.96,0.44,38.48,0.5,0.43,0.48,1.12,0.74,68.8,7.54,52.99,54.65,0.64,6015.0,143.39,52.82,0.26,11.1,9.81,3.5,85.67,0.0,0.31,T1188
99,100,T1188TS280_1,280s,ACOMPMOD,47.51,100.0,100,-2.92,-2.85,36.21,19.03,32.13,61.027,62.994,573,8,48.52,53.23,63.0,59.354,1.64,9.04,30.0,399,3.9,3.53,0.44,36.13,0.49,0.46,0.09,1.3,0.77,57.9,6.23,51.31,54.43,0.6,5517.4,3567.16,69.54,0.26,108.14,5.47,2.55,92.52,0.0,0.0,T1188
100,101,T1188TS052_1,052,Gonglab-THU,37.13,100.0,101,-3.62,-3.54,20.11,9.77,14.74,11.557,11.729,573,11,32.81,50.96,54.97,32.618,2.34,6.43,26.5,425,4.4,1.64,0.48,57.16,0.51,0.56,0.84,0.48,0.77,61.2,7.64,72.01,60.52,0.65,3769.3,18.29,,0.31,2.28,0.0,2.39,86.31,0.0,0.01,T1188
101,102,T1188TS315_1,315s,Cerebra,37.13,100.0,101,-3.62,-3.54,20.11,9.77,14.74,11.557,11.729,573,11,32.81,50.96,54.97,32.618,2.34,6.43,26.5,425,4.4,1.64,0.48,57.16,0.51,0.56,0.84,0.48,0.77,61.2,7.64,72.01,60.52,0.65,3769.3,18.29,,0.31,2.28,0.0,2.39,86.31,0.0,0.01,T1188
102,103,T1188TS219_1,219s,Pan_Server,36.56,100.0,103,-3.66,-3.58,25.26,13.75,22.03,15.308,15.635,573,6,38.05,43.98,60.21,44.918,2.0,8.42,28.3,398,3.7,2.94,0.34,24.26,0.42,0.31,0.44,1.43,0.7,58.7,6.81,48.09,43.39,0.54,4245.8,159.96,71.45,0.17,3.42,17.55,10.51,68.15,0.0,0.05,T1188
0,1,T1145TS208_1,208,B11L,83.8,100.0,1,0.91,0.93,66.8,44.82,51.33,2.363,2.494,628,3,83.28,91.88,92.2,87.865,1.55,16.18,59.3,624,2.1,1.13,0.89,98.81,0.83,0.9,0.99,0.03,0.95,90.7,8.4,97.57,95.85,0.95,10941.7,0.56,93.35,0.75,1.7,0.77,0.0,96.68,0.56,0.0,T1145
1,2,T1145TS074_1,074,DFolding,82.05,100.0,2,0.82,0.84,65.84,40.17,45.23,2.872,3.015,628,3,81.05,88.38,88.85,85.433,1.48,14.66,58.7,624,2.6,0.93,0.89,97.85,0.83,0.89,0.99,0.04,0.94,92.6,8.4,97.54,95.52,0.92,10775.6,0.66,94.34,0.76,0.74,0.0,0.16,96.84,1.06,1.0,T1145
2,3,T1145TS158_1,158s,MULTICOM_deep,81.49,100.0,3,0.79,0.81,64.09,41.42,46.22,2.736,2.859,628,3,82.32,89.33,89.65,85.776,1.43,14.84,59.0,624,2.5,1.02,0.89,98.57,0.83,0.9,0.99,0.04,0.94,88.0,8.4,97.74,95.73,0.93,10873.9,0.58,92.9,0.75,1.17,0.77,0.16,96.84,0.67,1.21,T1145
3,4,T1145TS229_1,229s,Yang-Server,80.97,100.0,4,0.77,0.78,64.01,39.03,43.45,2.921,3.055,628,3,80.1,88.54,88.54,85.075,1.56,14.35,58.4,624,2.7,1.17,0.86,97.76,0.82,0.88,0.99,0.04,0.93,88.9,8.4,97.34,95.29,0.92,10727.9,0.61,90.8,0.74,2.38,0.77,0.0,97.16,1.08,1.03,T1145
4,5,T1145TS475_1,475s,MULTICOM_refine,80.57,100.0,5,0.75,0.76,64.22,40.89,46.02,2.861,2.97,628,3,81.53,87.9,88.85,83.615,1.35,14.45,59.1,625,2.7,1.04,0.89,98.65,0.83,0.9,0.99,0.04,0.94,91.1,8.4,97.68,95.72,0.92,10817.7,0.58,92.56,0.76,1.17,0.38,0.0,96.68,1.16,1.14,T1145
5,6,T1145TS225_1,225,ShanghaiTech,80.25,100.0,6,0.73,0.75,64.37,39.98,44.97,2.962,3.038,628,3,79.62,88.54,89.01,84.308,1.56,14.38,59.7,624,2.7,0.89,0.9,99.2,0.84,0.91,0.99,0.04,0.94,88.6,8.4,97.82,96.58,0.92,10882.5,0.47,94.03,0.77,0.74,0.77,0.16,97.16,0.61,1.04,T1145
6,7,T1145TS439_1,439,Yang,79.78,100.0,7,0.71,0.72,62.46,43.25,48.27,3.074,3.212,628,3,80.57,88.06,88.54,84.233,1.55,14.29,57.9,624,2.8,1.15,0.85,96.66,0.82,0.87,0.99,0.05,0.93,90.1,8.3,97.24,94.82,0.92,10572.1,0.68,90.05,0.72,1.84,0.58,0.16,96.68,1.53,1.47,T1145
7,8,T1145TS151_1,151s,IntFOLD7,79.74,100.0,8,0.71,0.72,61.35,39.27,43.95,2.861,2.984,628,3,80.1,88.38,88.54,84.428,1.57,14.84,58.3,624,2.6,1.95,0.88,98.73,0.83,0.9,0.99,0.04,0.94,93.2,8.3,97.5,95.38,0.92,10634.8,0.51,83.59,0.75,19.05,0.19,0.47,97.0,1.05,1.8,T1145
8,9,T1145TS086_1,086s,MULTICOM_qa,79.26,100.0,9,0.68,0.69,62.34,41.09,46.55,2.959,3.078,628,3,80.89,88.38,88.85,83.282,1.49,14.35,57.8,624,2.7,1.02,0.89,98.57,0.83,0.9,0.99,0.04,0.94,91.2,8.4,97.6,95.64,0.92,10781.8,0.59,92.12,0.76,1.06,0.38,0.0,96.68,1.06,1.04,T1145
9,10,T1145TS097_1,097,Graphen_Medical,79.14,100.0,10,0.67,0.69,62.22,38.05,42.83,2.951,3.065,628,3,78.98,87.9,88.38,84.214,1.65,14.54,59.5,624,2.7,1.08,0.89,99.28,0.83,0.9,0.99,0.04,0.94,88.7,8.21,97.54,96.29,0.92,10815.7,0.49,93.45,0.75,1.06,0.38,0.0,96.05,1.41,0.75,T1145
10,11,T1145TS011_1,011s,GinobiFold-SER,77.83,100.0,11,0.61,0.62,60.27,45.84,52.74,3.412,3.596,628,3,78.34,86.31,86.46,82.404,1.61,12.92,58.8,623,3.1,1.18,0.87,96.58,0.82,0.88,0.99,0.04,0.93,88.4,8.3,96.86,94.72,0.9,10635.9,0.78,92.31,0.73,1.91,0.38,0.16,96.52,0.25,5.03,T1145
11,12,T1145TS162_1,162s,UM-TBM,77.03,100.0,12,0.57,0.58,59.75,46.47,52.08,3.266,3.364,628,3,79.46,86.62,87.42,81.995,1.52,13.68,57.4,624,3.0,1.1,0.89,98.81,0.83,0.9,0.99,0.04,0.93,91.1,8.3,97.27,96.05,0.91,10756.7,0.48,92.09,0.75,1.7,0.58,0.16,97.0,2.18,2.12,T1145
12,13,T1145TS098_1,098s,GuijunLab-Assembly,76.63,100.0,13,0.55,0.56,58.99,37.86,42.87,3.16,3.271,628,3,76.75,86.46,86.62,81.582,1.7,13.62,49.2,624,2.9,0.94,0.88,98.57,0.83,0.9,0.99,0.04,0.93,89.5,8.3,97.36,95.57,0.91,10658.7,0.55,93.78,0.75,1.06,0.19,0.0,97.31,0.08,0.47,T1145
13,14,T1145TS037_1,037,Wallner,75.72,100.0,14,0.5,0.51,57.88,41.83,46.34,3.509,3.604,628,3,75.16,84.71,85.19,80.551,1.79,13.29,56.7,624,3.3,0.96,0.89,98.81,0.83,0.9,0.99,0.04,0.92,91.3,8.21,97.01,95.82,0.89,10609.3,0.51,92.72,0.76,0.96,0.77,0.0,97.0,1.56,1.5,T1145
14,15,T1145TS120_1,120s,MULTICOM_egnn,75.24,100.0,15,0.48,0.48,57.09,41.56,47.19,3.454,3.595,628,3,75.48,84.39,84.71,80.318,1.77,13.35,57.8,624,3.2,1.24,0.87,98.25,0.82,0.89,0.99,0.04,0.92,89.2,8.21,96.88,95.25,0.89,10585.9,0.62,91.69,0.74,1.91,1.15,0.0,96.37,1.46,1.44,T1145
15,16,T1145TS367_1,367,MULTICOM,75.24,100.0,15,0.48,0.48,57.09,41.56,47.19,3.454,3.595,628,3,75.48,84.39,84.71,80.318,1.77,13.35,57.8,624,3.2,1.24,0.87,98.25,0.82,0.89,0.99,0.04,0.92,89.2,8.21,96.88,95.25,0.89,10585.9,0.62,91.69,0.74,1.91,1.15,0.0,96.37,1.46,1.44,T1145
16,17,T1145TS003_1,003,MULTICOM_human,75.2,100.0,17,0.48,0.48,57.88,41.78,46.43,3.837,3.964,628,3,75.16,81.37,81.85,78.945,1.78,13.35,58.5,615,3.5,0.84,0.88,98.09,0.83,0.89,0.99,0.04,0.91,90.3,8.3,96.97,95.59,0.87,10365.9,0.59,93.23,0.75,0.43,0.19,0.16,96.84,0.98,0.94,T1145
17,18,T1145TS092_1,092,Agemo_mix,75.04,100.0,18,0.47,0.47,57.92,39.04,43.17,3.887,3.998,628,3,73.41,78.98,79.78,77.025,1.8,12.83,56.6,617,3.6,1.04,0.89,99.12,0.84,0.9,0.99,0.04,0.91,89.7,8.12,97.24,96.07,0.86,10439.2,0.46,93.33,0.76,1.17,0.58,0.0,96.68,1.57,1.43,T1145
18,19,T1145TS204_1,204,Asclepius,75.04,100.0,18,0.47,0.47,57.92,39.04,43.17,3.887,3.998,628,3,73.41,78.98,79.78,77.025,1.8,12.83,56.6,617,3.6,1.04,0.89,99.12,0.84,0.9,0.99,0.04,0.91,89.7,8.12,97.24,96.07,0.86,10439.2,0.46,93.33,0.76,1.17,0.58,0.0,96.68,1.57,1.43,T1145
19,20,T1145TS133_1,133s,ShanghaiTech-TS-SER,74.84,100.0,20,0.46,0.46,57.8,38.98,43.68,3.97,4.101,628,3,73.89,78.66,79.62,76.333,1.64,12.92,59.4,619,3.7,1.04,0.88,98.65,0.83,0.9,0.99,0.04,0.91,88.5,8.12,97.15,95.88,0.86,10444.3,0.56,92.97,0.75,1.17,0.38,0.16,96.68,3.16,3.03,T1145
20,21,T1145TS434_1,434,Coqualia,74.84,100.0,20,0.46,0.46,57.8,38.98,43.68,3.97,4.101,628,3,73.89,78.66,79.62,76.333,1.64,12.92,59.4,619,3.7,1.04,0.88,98.65,0.83,0.9,0.99,0.04,0.91,88.5,8.12,97.15,95.88,0.86,10444.3,0.56,92.97,0.75,1.17,0.38,0.16,96.68,3.16,3.03,T1145
21,22,T1145TS227_1,227,GinobiFold,74.84,100.0,20,0.46,0.46,57.8,38.98,43.68,3.97,4.101,628,3,73.89,78.66,79.62,76.333,1.64,12.92,59.4,619,3.7,1.04,0.88,98.65,0.83,0.9,0.99,0.04,0.91,88.5,8.12,97.15,95.88,0.86,10444.3,0.56,92.97,0.75,1.17,0.38,0.16,96.68,3.16,3.03,T1145
22,23,T1145TS166_1,166s,RaptorX,74.4,100.0,23,0.44,0.44,56.77,38.72,43.63,4.017,4.15,628,3,72.77,78.82,79.62,76.696,1.79,12.56,59.0,625,3.9,1.06,0.88,98.57,0.83,0.9,0.99,0.05,0.91,89.1,8.12,96.91,95.47,0.86,10486.2,0.59,92.46,0.75,1.28,0.58,0.32,96.68,4.12,4.19,T1145
23,24,T1145TS477_1,477,DMP,74.24,100.0,24,0.43,0.43,55.97,38.09,43.25,3.922,4.062,628,3,72.61,79.78,80.57,77.652,1.87,12.83,58.2,624,3.7,2.06,0.88,98.33,0.83,0.89,0.99,0.04,0.91,92.3,8.12,96.74,95.2,0.87,10447.5,0.61,92.26,0.75,20.22,0.19,0.63,96.21,1.06,1.04,T1145
24,25,T1145TS360_1,360,MUFold_H,74.05,100.0,25,0.42,0.42,56.21,40.4,44.5,3.931,4.041,628,3,72.61,78.18,79.94,77.241,1.76,12.98,55.9,624,3.7,1.02,0.87,98.01,0.83,0.89,0.99,0.05,0.91,89.7,8.12,96.65,94.99,0.87,10356.5,0.61,92.76,0.75,1.49,0.77,0.0,97.31,1.41,1.59,T1145
25,26,T1145TS282_1,282s,GuijunLab-Threader,74.0,100.0,26,0.42,0.42,56.81,36.52,40.65,3.778,3.881,628,3,71.34,79.78,80.25,75.867,1.89,12.89,58.1,615,3.5,1.04,0.88,98.49,0.83,0.89,0.99,0.05,0.91,89.8,8.21,96.82,95.4,0.87,10304.0,0.58,94.88,0.75,1.49,0.58,0.16,97.16,0.69,0.95,T1145
26,27,T1145TS320_1,320,Elofsson,73.97,100.0,27,0.41,0.42,56.73,37.7,41.93,3.815,3.939,628,3,72.77,78.98,80.1,76.6,1.78,13.1,58.8,615,3.6,1.09,0.88,98.01,0.83,0.89,0.99,0.05,0.91,91.1,8.21,96.72,95.02,0.87,10291.0,0.69,92.56,0.75,1.81,0.38,0.0,97.16,1.86,0.94,T1145
27,28,T1145TS270_1,270s,NBIS-af2-standard,73.97,100.0,27,0.41,0.42,56.73,37.7,41.93,3.815,3.939,628,3,72.77,78.98,80.1,76.6,1.78,13.1,58.8,615,3.6,1.09,0.88,98.01,0.83,0.89,0.99,0.05,0.91,91.1,8.21,96.72,95.02,0.87,10291.0,0.69,92.6,0.75,1.81,0.38,0.0,97.16,1.04,0.94,T1145
28,29,T1145TS248_1,248,Manifold,73.97,100.0,27,0.41,0.42,56.61,39.45,43.42,4.13,4.242,628,3,72.45,78.18,79.94,77.006,1.86,13.07,58.4,594,3.7,0.96,0.88,98.41,0.83,0.9,0.99,0.04,0.91,90.3,8.12,96.81,95.68,0.86,9865.4,0.52,92.56,0.75,1.17,0.77,0.0,97.31,0.76,0.74,T1145
29,30,T1145TS035_1,035s,Manifold-E,73.97,100.0,27,0.41,0.42,56.61,39.45,43.42,4.13,4.242,628,3,72.45,78.18,79.94,77.006,1.86,13.07,58.4,594,3.7,0.96,0.88,98.41,0.83,0.9,0.99,0.04,0.91,90.3,8.12,96.81,95.68,0.86,9865.4,0.52,92.56,0.75,1.17,0.77,0.0,97.31,0.76,0.74,T1145
30,31,T1145TS125_1,125s,UltraFold_Server,73.77,100.0,31,0.4,0.41,55.73,37.43,42.24,3.759,3.888,628,3,71.34,80.41,80.89,77.201,1.88,13.04,58.3,624,3.5,1.06,0.88,97.93,0.83,0.89,0.99,0.04,0.91,91.5,8.12,96.77,95.34,0.87,10462.4,0.62,92.56,0.75,1.38,0.38,0.0,96.84,0.93,0.57,T1145
31,32,T1145TS399_1,399,BeijingAIProtein,73.77,100.0,31,0.4,0.41,55.73,37.43,42.24,3.759,3.888,628,3,71.34,80.41,80.89,77.201,1.88,13.04,58.3,624,3.5,1.06,0.88,97.93,0.83,0.89,0.99,0.04,0.91,91.5,8.12,96.77,95.34,0.87,10462.4,0.62,92.56,0.75,1.38,0.38,0.0,96.84,0.93,0.57,T1145
32,33,T1145TS466_1,466s,Shennong,73.77,100.0,31,0.4,0.41,56.13,37.86,42.18,3.74,3.839,628,3,72.61,79.94,80.41,76.681,1.89,13.2,58.2,599,3.4,1.13,0.88,99.12,0.83,0.9,0.99,0.04,0.91,90.4,8.21,96.87,95.54,0.87,9925.9,0.5,93.13,0.75,1.28,0.38,0.16,95.89,1.12,1.1,T1145
33,34,T1145TS054_1,054,UltraFold,73.77,100.0,31,0.4,0.41,55.73,37.43,42.24,3.759,3.888,628,3,71.34,80.41,80.89,77.201,1.88,13.04,58.3,624,3.5,1.06,0.88,97.93,0.83,0.89,0.99,0.04,0.91,91.5,8.12,96.77,95.34,0.87,10462.4,0.62,92.56,0.75,1.38,0.38,0.0,96.84,0.93,0.57,T1145
34,35,T1145TS446_1,446s,ColabFold,73.65,100.0,35,0.4,0.4,55.66,38.52,42.79,4.114,4.252,628,3,71.82,78.82,79.62,75.166,1.93,12.77,57.5,615,3.9,1.21,0.88,98.41,0.83,0.89,0.99,0.04,0.9,90.1,8.12,96.6,95.54,0.85,10236.7,0.6,92.44,0.76,1.91,0.19,0.0,96.21,2.0,1.95,T1145
35,36,T1145TS119_1,119,Kiharalab,73.65,100.0,35,0.4,0.4,55.66,38.52,42.79,4.114,4.252,628,3,71.82,78.82,79.62,75.166,1.93,12.77,57.5,615,3.9,1.21,0.88,98.41,0.83,0.89,0.99,0.04,0.9,90.1,8.12,96.6,95.54,0.85,10236.7,0.6,92.44,0.76,1.91,0.19,0.0,96.21,2.0,1.95,T1145
36,37,T1145TS461_1,461,colabfold_human,73.65,100.0,35,0.4,0.4,55.66,38.52,42.79,4.114,4.252,628,3,71.82,78.82,79.62,75.166,1.93,12.77,57.5,615,3.9,1.21,0.88,98.41,0.83,0.89,0.99,0.04,0.9,90.1,8.12,96.6,95.54,0.85,10236.7,0.6,92.44,0.76,1.91,0.19,0.0,96.21,2.0,1.95,T1145
37,38,T1145TS215_1,215s,XRC_VU,73.57,100.0,38,0.39,0.4,55.49,37.7,42.49,4.252,4.391,628,3,72.13,77.23,78.03,75.155,1.66,12.8,57.9,624,4.0,1.24,0.88,98.25,0.83,0.89,0.99,0.05,0.9,87.7,8.12,96.54,95.13,0.85,10369.7,0.62,92.33,0.75,1.91,0.58,0.0,95.89,2.25,1.36,T1145
